what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391894341
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391900038
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263391901613
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391907397
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391907498
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263391929048
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391931999
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391932079
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391936274
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391940187
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263391940231
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263391942974
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263391949988
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263391950182
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263391954029
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391956797
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1263391960400
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1263391960592
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1263391961161
started,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1263391961256
started,bundle,org.eclipse.pde.core,3.5.100.v20090821,"org.eclipse.pde.core",1263391961441
started,bundle,org.eclipse.jst.jsp.core,1.2.203.v200908241513,"org.eclipse.jst.jsp.core",1263391961640
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391962990
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391965131
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263391970543
