what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263392040365
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263392046382
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1263392052668
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392052901
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392054795
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263392055773
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263392060851
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263392061326
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263392078692
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263392085961
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1263392113616
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392116787
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392118174
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1263392290111
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392295093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392297328
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263392299220
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263392301590
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263392316236
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392316480
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392317919
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263392319010
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263392326500
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1263392329287
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392330616
