what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392330723
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392331325
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392340406
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263392340454
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1263392345098
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392346056
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392409965
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263392410011
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1263392412270
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1263392412347
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1263392412348
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392414892
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392427370
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1263392427399
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1263392430411
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263392434394
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392438157
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392608326
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263392613270
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392618510
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392664539
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263392673078
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392679720
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263392737693
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1263392737726
