what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.200.v200905120445,"org.eclipse.wst.jsdt.web.core",1263409512014
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263409523687
closed,editor,org.maven.ide.eclipse.editor,0.9.8.200905041414,"org.maven.ide.eclipse.editor.MavenPomEditor",1263409523687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409525901
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409596196
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263409600209
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263409604180
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409609573
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409639469
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1263409644164
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263409648258
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1263409649832
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263409651716
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409660319
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409660439
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409660496
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409664845
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409665778
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409675338
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1263409679143
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263409694417
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1263409696143
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409696699
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409847060
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1263409847101
