what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408758151
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408758248
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408772495
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408772630
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408777196
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408779057
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408779355
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408781838
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263408782662
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263408789412
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1263408790999
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1263408791165
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1263408791230
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1263408791231
executed,command,org.maven.ide.eclipse.launching,0.9.8.200905041413,"org.maven.ide.eclipse.pomFileAction.run",1263408798608
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408807054
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408809208
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.AllMarkersView",1263408810401
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263408814565
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263408814834
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1263408831141
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263408845478
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263408846807
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263408847830
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408856040
