what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.core,1.1.102.v20090825,"org.eclipse.wst.server.core",1263408460894
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20090909,"org.eclipse.wst.server.ui",1263408460915
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1263408460986
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1263408461072
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1263408461134
started,bundle,org.maven.ide.eclipse.launching,0.9.8.200905041413,"org.maven.ide.eclipse.launching",1263408461139
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408461343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408471998
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408473391
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408480281
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1263408481015
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1263408486501
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408501478
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408541443
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408559662
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408567658
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1263408571152
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1263408577625
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring",1263408580823
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263408581447
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263408585855
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408586223
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263408610178
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1263408617472
started,bundle,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui",1263408617497
