what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1263409984773
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409987193
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263409989579
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1263409989598
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410009700
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410017123
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410021631
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410035315
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263410041944
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1263410052295
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1263410054405
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263410056448
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1263410066089
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410069556
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410071040
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410071209
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410073006
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410074223
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410156588
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263410160300
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1263410161219
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410175630
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410177364
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410177583
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1263410178854
